source,target
我想預約心理健康諮詢,Saya mahu tempah untuk konsultasi kesihatan mental
可以揀下晝彈性時間嗎?,Boleh saya pilih masa fleksibel petang?
我因時間改變要改,Saya mahu tukar janji kerana jadual berubah
幫我查下星期空位,Tolong bantu saya semak slot kosong minggu depan
我想預約暗瘡治療,Saya mahu tempah untuk rawatan jerawat
可以同日改時間嗎?,Boleh saya ubah masa pada hari yang sama?
我要每兩個月預約,Saya mahu janji temu tetap setiap dua bulan
幫我打印預約證明,Tolong bantu saya cetak bukti tempahan
我想預約外勞體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja asing
可以揀近學校診所嗎?,Boleh saya pilih klinik berhampiran sekolah?
我因交通塞要改,Saya mahu ubah masa kerana kesesakan jalan
幫我搵聽日中午位,Tolong bantu saya cari slot tengah hari esok
我想預約長期咳嗽治療,Saya mahu janji temu untuk rawatan batuk kronik
可以同時預約四人嗎?,Boleh saya tempah untuk empat orang?
我想轉去市區診所,Saya mahu tukar lokasi ke klinik bandar
幫我即刻登記,Tolong bantu saya daftar segera tanpa giliran
我想預約嚴重感冒治療,Saya mahu tempah untuk rawatan selesema teruk
可以打電話改嗎?,Boleh saya ubah janji melalui panggilan telefon?
我想預約脊椎檢查,Saya mahu janji temu untuk pemeriksaan tulang belakang
幫我確保時間唔撞,Tolong bantu saya pastikan masa tidak bertembung
我想預約即時普通諮詢,Saya mahu tempah untuk konsultasi am segera
可以睇今朝空位嗎?,Boleh saya lihat slot kosong pagi ini?
我想改去再下一星期,Saya mahu ubah masa ke minggu seterusnya
幫我揀適合小朋友時間,Tolong bantu saya pilih masa sesuai untuk anak
我想預約青少年疫苗,Saya mahu tempah untuk vaksin remaja
可以唔登入改嗎?,Boleh saya tukar masa tanpa log masuk akaun?
我想黃昏預約,Saya mahu janji temu pada waktu petang lewat
幫我系統自動改時間,Tolong bantu saya ubah masa secara automatik dalam sistem
我想預約鼻塞治療,Saya mahu tempah untuk rawatan hidung tersumbat
可以揀今星期最啱時間嗎?,Boleh saya pilih slot paling sesuai minggu ini?
我因家庭事要改,Saya mahu ubah janji kerana hal keluarga
幫我查預約通知,Tolong bantu saya semak notis tempahan
我想預約腎臟檢查,Saya mahu tempah untuk pemeriksaan buah pinggang
可以揀今日最後時段嗎?,Boleh saya pilih slot terakhir hari ini?
我要每半年覆診,Saya mahu janji temu berkala setiap enam bulan
幫我揀唔影響工作時間,Tolong bantu saya pilih masa tanpa gangguan kerja
我想預約肚痛治療,Saya mahu tempah untuk rawatan sakit perut
可以用網上系統改嗎?,Boleh saya tukar masa melalui sistem dalam talian?
我要見女專科醫生,Saya mahu janji temu dengan doktor pakar wanita
我想預約鼻敏感治療,Saya mahu tempah untuk rawatan resdung
可以揀唔繁忙時段嗎?,Boleh saya pilih slot tidak sibuk?
我因行程延誤要改,Saya mahu ubah masa kerana perjalanan ditunda
幫我確認最新預約,Tolong bantu saya sahkan tempahan terkini
我想預約長者檢查,Saya mahu tempah untuk pemeriksaan kesihatan warga emas
可以兩日前改嗎?,Boleh saya ubah masa dua hari sebelum janji?
我要彈性預約,Saya mahu janji temu yang fleksibel
幫我揀而家最啱時間,Tolong bantu saya pilih slot paling sesuai sekarang
我想預約做超聲波,Saya mahu tempah janji temu untuk imbasan ultrasound
可以約星期二一早嗎?,Boleh saya pilih slot awal pagi Selasa?
我想改去下個星期三,Saya ingin tukar masa ke hari Rabu depan
幫我查午飯後空位,Tolong semak slot kosong selepas makan tengah hari
我想預約驗膽固醇,Saya mahu janji temu untuk pemeriksaan kolesterol
可以用政府網站預約嗎?,Boleh saya tempah melalui portal kerajaan?
我想取消今個週末預約,Saya ingin batalkan janji hujung minggu ini
幫我轉去較遲朝早,Tolong bantu saya tukar slot ke waktu pagi lewat
我想預約骨科諮詢,Saya mahu tempah untuk konsultasi ortopedik
可以揀五點後嗎?,Boleh saya pilih masa selepas pukul lima?
我想預約喉嚨乾檢查,Saya mahu janji temu untuk pemeriksaan tekak kering
用SMS幫我確認時間,Tolong sahkan masa temu janji melalui SMS
我因開會要改時間,Saya ingin ubah masa kerana mesyuarat
可以約星期日朝早嗎?,Boleh saya tempah slot pagi Ahad?
我想用醫院系統預約,Saya mahu buat tempahan melalui sistem hospital
幫我搵聽日最快時段,Tolong bantu saya cari slot paling cepat esok
我想兩星期後覆診,Saya mahu jadualkan rawatan susulan dua minggu lagi
可以唔打電話改嗎?,Boleh saya ubah slot tanpa perlu telefon?
我想預約皮膚乾治療,Saya mahu tempah untuk rawatan kulit kering
請畀我另一個空位,Tolong beri saya slot lain yang kosong
我要最早朝早時段,Saya mahu janji temu waktu pagi awal
可以睇全日空位嗎?,Boleh saya lihat slot kosong sepanjang hari?
我想改去聽日下晝,Saya mahu tukar masa ke petang esok
幫我用身份證登記,Tolong bantu saya daftar menggunakan IC
我想預約心臟進一步檢查,Saya mahu tempah untuk pemeriksaan jantung lanjut
可以用網上portal改時間嗎?,Boleh saya ubah masa melalui portal dalam talian?
我想公眾假期預約,Saya mahu janji temu pada hari cuti umum
幫我確認聽日朝早,Tolong bantu saya sahkan slot esok pagi
我想預約女性健康諮詢,Saya mahu tempah untuk konsultasi kesihatan wanita
可以揀今星期彈性時間嗎?,Boleh saya pilih masa fleksibel minggu ini?
我因學校時間要改,Saya mahu tukar janji kerana jadual sekolah
幫我查今日空位,Tolong bantu saya semak slot kosong hari ini
我想預約慢性濕疹治療,Saya mahu tempah untuk rawatan ekzema kronik
可以一個鐘前改嗎?,Boleh saya ubah masa satu jam sebelum janji?
我要隔週預約,Saya mahu janji temu tetap setiap minggu kedua
幫我打印確認紙,Tolong bantu saya cetak slip pengesahan
我想預約本地員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja tempatan
可以揀市中心附近診所嗎?,Boleh saya pilih klinik berhampiran pusat bandar?
我因交通阻塞要改,Saya mahu ubah masa kerana kesesakan trafik
幫我搵下星期朝早位,Tolong bantu saya cari slot pagi minggu depan
我想預約聲沙治療,Saya mahu janji temu untuk rawatan suara serak
可以同時預約五人嗎?,Boleh saya tempah untuk lima orang?
我想轉去政府診所,Saya mahu tukar lokasi ke klinik kerajaan
幫我即刻登記,Tolong bantu saya daftar segera tanpa giliran panjang
我想預約高燒治療,Saya mahu tempah untuk rawatan demam panas
可以用醫院系統改嗎?,Boleh saya ubah janji melalui sistem hospital?
我想預約膝蓋檢查,Saya mahu janji temu untuk pemeriksaan tulang lutut
幫我確保唔撞工作時間,Tolong bantu saya pastikan masa tidak bertindih dengan kerja
我想預約即時普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum segera
可以睇今日下晝空位嗎?,Boleh saya lihat slot kosong petang ini?
我想改去下星期,Saya mahu ubah masa ke minggu hadapan
幫我揀適合父母時間,Tolong bantu saya pilih masa sesuai untuk ibu bapa
我想預約額外成人疫苗,Saya mahu tempah untuk vaksin dewasa tambahan
可以唔使去診所改時間嗎?,Boleh saya tukar masa tanpa perlu datang ke klinik?
我想夜晚較遲預約,Saya mahu janji temu pada waktu malam lewat
幫我手動改系統時間,Tolong bantu saya ubah masa dalam sistem secara manual
我想預約流鼻水治療,Saya mahu tempah untuk rawatan hidung berair
可以揀聽日最啱時間嗎?,Boleh saya pilih slot paling sesuai esok?
我因外出工作要改,Saya mahu ubah janji kerana urusan kerja luar
幫我查最新預約訊息,Tolong bantu saya semak mesej tempahan terkini
我想預約肝功能檢查,Saya mahu tempah untuk pemeriksaan fungsi hati
可以揀今星期最後時段嗎?,Boleh saya pilih slot terakhir minggu ini?
我要每年覆診,Saya mahu janji temu berkala setiap tahun
幫我揀唔影響家庭時間,Tolong bantu saya pilih masa tanpa gangguan keluarga
我想預約輕微胸痛治療,Saya mahu tempah untuk rawatan sakit dada ringan
可以用醫院app改時間嗎?,Boleh saya tukar masa melalui aplikasi hospital?
我要見兒科專科醫生,Saya mahu janji temu dengan doktor pakar kanak-kanak
幫我搵三日後朝早位,Tolong bantu saya cari slot pagi tiga hari lagi
我想預約慢性鼻敏感治療,Saya mahu tempah untuk rawatan resdung kronik
可以揀完全唔忙時間嗎?,Boleh saya pilih slot yang tidak sibuk langsung?
我因航班延誤要改,Saya mahu ubah masa kerana penerbangan ditunda
幫我確認最新預約,Tolong bantu saya sahkan tempahan paling baru
我想預約年度體檢,Saya mahu tempah untuk pemeriksaan kesihatan tahunan
可以三日前改嗎?,Boleh saya ubah masa tiga hari sebelum janji?
我要容易改時間嘅預約,Saya mahu janji temu yang mudah diubah
幫我揀今星期最好時段,Tolong bantu saya pilih slot terbaik minggu ini
我想預約做心電圖,Saya mahu tempah janji temu untuk ujian ECG
可以揀上午中段時段嗎?,Boleh saya pilih slot tengah pagi?
我想改去下個星期四,Saya ingin tukar masa ke hari Khamis depan
幫我查三點後空位,Tolong semak slot kosong selepas pukul tiga
我想預約驗眼壓,Saya mahu janji temu untuk pemeriksaan tekanan mata
可以用醫院自助機預約嗎?,Boleh saya tempah melalui kiosk hospital?
我想取消今星期預約,Saya ingin batalkan janji minggu ini
幫我轉去最早朝早,Tolong bantu saya tukar slot ke waktu pagi awal
我想預約皮膚專科,Saya mahu tempah untuk konsultasi pakar kulit
可以揀十點前嗎?,Boleh saya pilih masa sebelum pukul sepuluh?
我想預約鼻部檢查,Saya mahu janji temu untuk pemeriksaan hidung
用app幫我確認時間,Tolong sahkan masa janji melalui aplikasi
我因上堂要改時間,Saya ingin ubah masa kerana kelas
可以約星期五朝早嗎?,Boleh saya tempah slot pagi Jumaat?
我想用診所系統預約,Saya mahu buat tempahan melalui sistem klinik
幫我搵今日最近時間,Tolong bantu saya cari slot paling dekat hari ini
我想三星期後覆診,Saya mahu jadualkan rawatan susulan tiga minggu lagi
可以唔使到場改時間嗎?,Boleh saya ubah slot tanpa perlu hadir?
我想預約油性皮膚治療,Saya mahu tempah untuk rawatan kulit berminyak
請畀我今日其他時間,Tolong beri saya masa lain hari ini
我要安靜朝早時段,Saya mahu janji temu waktu pagi yang sunyi
可以睇全星期空位嗎?,Boleh saya lihat slot kosong sepanjang minggu?
我想改去星期六,Saya mahu tukar masa ke hari Sabtu
幫我用app登記,Tolong bantu saya daftar menggunakan aplikasi
我想預約中耳檢查,Saya mahu tempah untuk pemeriksaan telinga tengah
可以用SMS系統改嗎?,Boleh saya ubah masa melalui sistem SMS?
我要較遲朝早預約,Saya mahu janji temu pada waktu pagi lewat
幫我確認今星期時段,Tolong bantu saya sahkan slot minggu ini
我想預約家庭健康諮詢,Saya mahu tempah untuk konsultasi kesihatan keluarga
可以揀平日彈性時間嗎?,Boleh saya pilih masa fleksibel hari bekerja?
我因外出活動要改,Saya mahu tukar janji kerana aktiviti luar
幫我查下個月空位,Tolong bantu saya semak slot kosong bulan depan
我想預約敏感皮膚治療,Saya mahu tempah untuk rawatan kulit sensitif
可以臨時免費改嗎?,Boleh saya ubah masa pada saat akhir tanpa caj?
我要每月第三週預約,Saya mahu janji temu tetap setiap minggu ketiga
幫我打印預約詳情,Tolong bantu saya cetak butiran janji temu
我想預約辦公室員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja pejabat
可以揀近大學診所嗎?,Boleh saya pilih klinik berhampiran universiti?
我因落雨要改時間,Saya mahu ubah masa kerana hujan
幫我搵下星期夜晚位,Tolong bantu saya cari slot malam minggu depan
我想預約輕微咳嗽治療,Saya mahu janji temu untuk rawatan batuk ringan
可以預約兩個家庭嗎?,Boleh saya tempah untuk dua keluarga?
我想轉去私家診所,Saya mahu tukar lokasi ke klinik swasta
幫我快啲登記,Tolong bantu saya daftar cepat tanpa menunggu lama
我想預約普通發燒治療,Saya mahu tempah untuk rawatan demam biasa
可以用網站改預約嗎?,Boleh saya ubah janji melalui laman web?
我想預約手骨檢查,Saya mahu janji temu untuk pemeriksaan tulang tangan
幫我配合我時間,Tolong bantu saya pastikan masa sesuai dengan jadual saya
我想預約快速健康諮詢,Saya mahu tempah untuk konsultasi kesihatan cepat
可以睇今晚空位嗎?,Boleh saya lihat slot kosong malam ini?
我想改去下一日,Saya mahu ubah masa ke hari seterusnya
幫我揀適合細路時間,Tolong bantu saya pilih masa sesuai untuk anak kecil
我想預約額外疫苗,Saya mahu tempah untuk vaksin tambahan
可以唔使去醫院改嗎?,Boleh saya tukar masa tanpa datang ke hospital?
我想早啲下晝預約,Saya mahu janji temu pada waktu petang awal
幫我系統改時間,Tolong bantu saya ubah masa dalam sistem
我想預約輕微鼻塞治療,Saya mahu tempah untuk rawatan hidung tersumbat ringan
可以揀今日最啱時間嗎?,Boleh saya pilih slot paling sesuai hari ini?
我因外出工作要改,Saya mahu ubah janji kerana kerja luar
幫我查預約資料,Tolong bantu saya semak maklumat tempahan
我想預約肺功能檢查,Saya mahu tempah untuk pemeriksaan fungsi paru-paru
可以揀工作日最後時段嗎?,Boleh saya pilih slot terakhir hari bekerja?
我要每兩年檢查,Saya mahu janji temu berkala setiap dua tahun
我想預約輕微頭痛治療,Saya mahu tempah untuk rawatan sakit kepala ringan
可以用健康app改時間嗎?,Boleh saya tukar masa melalui aplikasi kesihatan?
我要見眼科專科醫生,Saya mahu janji temu dengan doktor pakar mata
幫我搵四日後朝早位,Tolong bantu saya cari slot pagi empat hari lagi
我想預約輕微鼻敏感治療,Saya mahu tempah untuk rawatan resdung ringan
可以揀完全唔忙時間嗎?,Boleh saya pilih slot tidak sibuk langsung?
我因時間表改變要改,Saya mahu ubah masa kerana jadual berubah
幫我確認最新預約,Tolong bantu saya sahkan tempahan terbaru
我想預約家庭年度體檢,Saya mahu tempah untuk pemeriksaan kesihatan tahunan keluarga
可以三日前改時間嗎?,Boleh saya ubah masa tiga hari sebelum temu janji?
我要容易安排預約,Saya mahu janji temu yang mudah disusun
幫我揀而家最好時段,Tolong bantu saya pilih slot terbaik sekarang
我想預約做CT掃描,Saya mahu tempah janji temu untuk ujian CT scan
可以揀聽日中午嗎?,Boleh saya pilih slot tengah hari esok?
我想改去下個星期日,Saya ingin tukar masa ke hari Ahad depan
幫我查四點後空位,Tolong semak slot kosong selepas pukul empat
我想預約甲狀腺檢查,Saya mahu janji temu untuk pemeriksaan tiroid
可以用診所網站預約嗎?,Boleh saya tempah melalui laman klinik?
我想取消聽日下晝預約,Saya ingin batalkan janji esok petang
幫我轉去較遲夜晚,Tolong bantu saya tukar slot ke waktu malam lewat
我想預約神經專科,Saya mahu tempah untuk konsultasi pakar saraf
可以揀夜晚八點前嗎?,Boleh saya pilih masa sebelum pukul lapan malam?
我想預約膝關節檢查,Saya mahu janji temu untuk pemeriksaan sendi lutut
用電郵幫我確認時間,Tolong sahkan masa janji melalui emel
我因訓練要改時間,Saya ingin ubah masa kerana latihan
可以約星期三朝早嗎?,Boleh saya tempah slot pagi Rabu?
我想用政府醫院app預約,Saya mahu buat tempahan melalui aplikasi hospital kerajaan
幫我搵最接近時間,Tolong bantu saya cari slot paling hampir
我想四星期後覆診,Saya mahu jadualkan rawatan susulan empat minggu lagi
可以唔登入系統改嗎?,Boleh saya ubah slot tanpa log masuk sistem?
我想預約皮膚痕治療,Saya mahu tempah untuk rawatan kulit gatal
請畀我下星期時間選擇,Tolong beri saya pilihan masa minggu depan
我要安靜朝早,Saya mahu janji temu waktu pagi tenang
可以睇全月空位嗎?,Boleh saya lihat slot kosong sepanjang bulan?
我想改去星期四,Saya mahu tukar masa ke hari Khamis
幫我用電子櫃檯登記,Tolong bantu saya daftar melalui kaunter digital
我想預約內耳檢查,Saya mahu tempah untuk pemeriksaan telinga dalam
可以用官方app改時間嗎?,Boleh saya ubah masa melalui aplikasi rasmi?
我要安靜下晝時段,Saya mahu janji temu pada waktu petang sunyi
幫我確認週末時段,Tolong bantu saya sahkan slot hujung minggu
我想預約兒童健康諮詢,Saya mahu tempah untuk konsultasi kesihatan kanak-kanak
可以揀夜晚彈性時間嗎?,Boleh saya pilih masa fleksibel malam?
我因家庭活動要改,Saya mahu tukar janji kerana aktiviti keluarga
幫我查兩星期後空位,Tolong bantu saya semak slot kosong dua minggu lagi
我想預約慢性皮膚乾治療,Saya mahu tempah untuk rawatan kulit kering kronik
可以幾個鐘前改嗎?,Boleh saya ubah masa beberapa jam sebelum?
我要每月第一週預約,Saya mahu janji temu tetap setiap bulan pertama
幫我打印預約時間表,Tolong bantu saya cetak jadual janji temu
我想預約大學生體檢,Saya mahu tempah untuk pemeriksaan kesihatan pelajar universiti
可以揀近辦公室診所嗎?,Boleh saya pilih klinik berhampiran pejabat?
我因大雨要改時間,Saya mahu ubah masa kerana hujan lebat
幫我搵今晚夜晚位,Tolong bantu saya cari slot malam hari ini
我想預約長期咳嗽,Saya mahu janji temu untuk rawatan batuk kronik
可以預約小組嗎?,Boleh saya tempah untuk kumpulan kecil?
我想轉去郊區診所,Saya mahu tukar lokasi ke klinik luar bandar
幫我快啲登記,Tolong bantu saya daftar cepat tanpa barisan panjang
我想預約輕微發燒,Saya mahu tempah untuk rawatan demam ringan
可以用健康app改預約嗎?,Boleh saya ubah janji melalui aplikasi kesihatan?
我想預約腳骨檢查,Saya mahu janji temu untuk pemeriksaan tulang kaki
幫我確保唔撞其他時間,Tolong bantu saya pastikan masa tidak bertembung dengan jadual lain
我想今晚預約普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum malam ini
可以睇今朝空位嗎?,Boleh saya lihat slot kosong pagi ini?
我想改去下一日,Saya mahu ubah masa ke hari berikutnya
幫我揀適合家庭時間,Tolong bantu saya pilih masa sesuai untuk keluarga
我想預約小朋友額外疫苗,Saya mahu tempah untuk vaksin kanak-kanak tambahan
可以唔使親身到場改嗎?,Boleh saya tukar masa tanpa hadir secara fizikal?
我要安靜夜晚預約,Saya mahu janji temu pada waktu malam sunyi
幫我喺app改時間,Tolong bantu saya ubah masa dalam aplikasi
我想預約鼻乾治療,Saya mahu tempah untuk rawatan hidung kering
可以揀下星期最啱時間嗎?,Boleh saya pilih slot paling sesuai minggu depan?
我因出差要改,Saya mahu ubah janji kerana perjalanan kerja
幫我查預約詳情,Tolong bantu saya semak butiran tempahan
我想預約肺部進一步檢查,Saya mahu tempah untuk pemeriksaan paru-paru lanjut
可以揀今日最後時段嗎?,Boleh saya pilih slot terakhir hari ini?
我要每四個月覆診,Saya mahu janji temu berkala setiap empat bulan
我想預約慢性肚痛治療,Saya mahu tempah untuk rawatan sakit perut kronik
可以用網上portal改時間嗎?,Boleh saya tukar masa melalui portal dalam talian?
我要見耳科專科醫生,Saya mahu janji temu dengan doktor pakar telinga
幫我搵五日後朝早位,Tolong bantu saya cari slot pagi lima hari lagi
我想預約嚴重鼻敏感,Saya mahu tempah untuk rawatan resdung teruk
可以揀非常靜時段嗎?,Boleh saya pilih slot yang sangat tenang?
我因突然改時間要改,Saya mahu ubah masa kerana jadual berubah secara tiba-tiba
我想預約公司體檢,Saya mahu tempah untuk pemeriksaan kesihatan syarikat
可以一星期前改嗎?,Boleh saya ubah masa seminggu sebelum janji?
我要容易再安排預約,Saya mahu janji temu yang mudah dijadualkan semula
幫我揀今星期最好時段,Tolong bantu saya pilih slot terbaik untuk minggu ini
我想預約做MRI,Saya mahu tempah janji temu untuk ujian MRI
可以揀中午前嗎?,Boleh saya pilih slot sebelum tengah hari?
我想改去下個星期二,Saya ingin tukar masa ke hari Selasa depan
幫我查兩點後空位,Tolong semak slot kosong selepas pukul dua
我想預約哮喘檢查,Saya mahu janji temu untuk pemeriksaan asma
可以用診所官方網站預約嗎?,Boleh saya tempah melalui laman rasmi klinik?
我想取消今日預約,Saya ingin batalkan janji hari ini
幫我轉去較遲朝早,Tolong bantu saya tukar slot ke pagi lewat
我想預約耳鼻喉專科,Saya mahu tempah untuk konsultasi pakar ENT
可以揀七點後嗎?,Boleh saya pilih masa selepas pukul tujuh malam?
我想預約頸部檢查,Saya mahu janji temu untuk pemeriksaan leher
用電話幫我確認時間,Tolong sahkan masa janji melalui panggilan
我因補習要改時間,Saya ingin ubah masa kerana kelas tambahan
可以約星期四朝早嗎?,Boleh saya tempah slot pagi Khamis?
我想用州醫療系統預約,Saya mahu buat tempahan melalui sistem kesihatan negeri
幫我搵今日最啱時間,Tolong bantu saya cari slot paling sesuai hari ini
我想五星期後覆診,Saya mahu jadualkan rawatan susulan lima minggu lagi
可以唔使再確認改嗎?,Boleh saya ubah slot tanpa pengesahan tambahan?
我想預約皮膚紅腫治療,Saya mahu tempah untuk rawatan kulit merah
請畀我聽日其他時間,Tolong beri saya masa lain esok
我要最早朝早時段,Saya mahu janji temu waktu pagi paling awal
可以睇未來兩日空位嗎?,Boleh saya lihat slot kosong dua hari akan datang?
我想改去星期三,Saya mahu tukar masa ke hari Rabu
幫我用病人portal登記,Tolong bantu saya daftar melalui portal pesakit
我想預約外耳檢查,Saya mahu tempah untuk pemeriksaan telinga luar
可以用州醫院系統改嗎?,Boleh saya ubah masa melalui sistem hospital negeri?
我要早啲下晝預約,Saya mahu janji temu pada waktu petang awal
幫我確認今日時段,Tolong bantu saya sahkan slot hari ini
我想預約男性健康諮詢,Saya mahu tempah untuk konsultasi kesihatan lelaki
可以揀週末彈性時間嗎?,Boleh saya pilih masa fleksibel hujung minggu?
我因時間突然改變要改,Saya mahu tukar janji kerana jadual berubah secara tiba-tiba
幫我查三日後空位,Tolong bantu saya semak slot kosong tiga hari lagi
我想預約輕微皮膚乾治療,Saya mahu tempah untuk rawatan kulit kering ringan
可以一日前改時間嗎?,Boleh saya ubah masa satu hari sebelum janji?
我要每月第二週預約,Saya mahu janji temu tetap setiap bulan kedua
幫我打印預約證明,Tolong bantu saya cetak bukti janji temu
我想預約工廠員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja kilang
可以揀近商場診所嗎?,Boleh saya pilih klinik berhampiran pasar raya?
我因道路擠塞要改,Saya mahu ubah masa kerana kesesakan jalan raya
幫我搵兩日後夜晚位,Tolong bantu saya cari slot malam dua hari lagi
我想預約乾咳治療,Saya mahu janji temu untuk rawatan batuk kering
可以同時預約六人嗎?,Boleh saya tempah untuk enam orang?
我想轉去社區診所,Saya mahu tukar lokasi ke klinik komuniti
幫我即刻登記,Tolong bantu saya daftar segera tanpa menunggu
我想預約輕微發燒治療,Saya mahu tempah untuk rawatan demam ringan
可以用手機電話改預約嗎?,Boleh saya ubah janji melalui panggilan telefon pintar?
幫我確保唔撞其他活動,Tolong bantu saya pastikan masa sesuai dengan aktiviti lain
我想聽日預約普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum esok
可以睇今星期夜晚空位嗎?,Boleh saya lihat slot kosong malam minggu ini?
幫我揀適合伴侶時間,Tolong bantu saya pilih masa sesuai untuk pasangan
我想預約成人額外疫苗,Saya mahu tempah untuk vaksin tambahan dewasa
可以唔使去診所改嗎?,Boleh saya tukar masa tanpa datang ke klinik?
我想夜晚早啲預約,Saya mahu janji temu pada waktu malam awal
幫我喺病人portal改時間,Tolong bantu saya ubah masa dalam portal pesakit
我想預約鼻痕治療,Saya mahu tempah untuk rawatan hidung gatal
我因行程改變要改,Saya mahu ubah janji kerana perubahan perjalanan
幫我查預約狀態,Tolong bantu saya semak status tempahan
我想預約腎功能檢查,Saya mahu tempah untuk pemeriksaan fungsi buah pinggang
我要每五個月覆診,Saya mahu janji temu berkala setiap lima bulan
可以用州醫療系統改時間嗎?,Boleh saya tukar masa melalui sistem kesihatan negeri?
我要見肺科專科醫生,Saya mahu janji temu dengan doktor pakar paru-paru
幫我搵六日後朝早位,Tolong bantu saya cari slot pagi enam hari lagi
我想預約中度鼻敏感治療,Saya mahu tempah untuk rawatan resdung sederhana
可以揀最靜時段嗎?,Boleh saya pilih slot paling sunyi?
我因工作時間改變要改,Saya mahu ubah masa kerana perubahan jadual kerja
我想預約家庭體檢,Saya mahu tempah untuk pemeriksaan kesihatan keluarga
可以四日前改時間嗎?,Boleh saya ubah masa empat hari sebelum janji?
我要彈性易改預約,Saya mahu janji temu yang fleksibel dan mudah diubah
我想預約做內窺鏡,Saya mahu tempah janji temu untuk ujian endoskopi
可以揀較遲朝早嗎?,Boleh saya pilih slot lewat pagi?
我想改去下星期一,Saya ingin tukar masa ke hari Isnin minggu depan
幫我查一點後空位,Tolong semak slot kosong selepas pukul satu
我想預約貧血檢查,Saya mahu janji temu untuk pemeriksaan anemia
可以用網上病人portal預約嗎?,Boleh saya tempah melalui portal pesakit dalam talian?
我想取消今個月尾預約,Saya ingin batalkan janji hujung bulan ini
幫我轉去中午,Tolong bantu saya tukar slot ke tengah hari
我想預約心臟專科,Saya mahu tempah untuk konsultasi pakar kardiologi
可以揀九點後嗎?,Boleh saya pilih masa selepas pukul sembilan malam?
我想預約慢性喉嚨檢查,Saya mahu janji temu untuk pemeriksaan tekak kronik
用app通知幫我確認時間,Tolong sahkan masa janji melalui notifikasi aplikasi
我因運動訓練要改時間,Saya ingin ubah masa kerana latihan sukan
可以約星期日朝早嗎?,Boleh saya tempah slot pagi Ahad?
我想用私家診所系統預約,Saya mahu buat tempahan melalui sistem klinik swasta
幫我搵下星期最早時段,Tolong bantu saya cari slot paling awal minggu depan
我想六星期後覆診,Saya mahu jadualkan rawatan susulan enam minggu lagi
可以唔使人手確認改嗎?,Boleh saya ubah slot tanpa perlu pengesahan manual?
我想預約嚴重皮膚乾治療,Saya mahu tempah untuk rawatan kulit kering teruk
請畀我今日時間選擇,Tolong beri saya pilihan masa hari ini
我要無干擾朝早時段,Saya mahu janji temu waktu pagi tenang tanpa gangguan
可以睇下星期全部空位嗎?,Boleh saya lihat slot kosong sepanjang minggu depan?
我想改去下個星期五,Saya mahu tukar masa ke hari Jumaat depan
幫我用電話號碼登記,Tolong bantu saya daftar menggunakan nombor telefon
我想預約右耳檢查,Saya mahu tempah untuk pemeriksaan telinga kanan
可以用私院系統改嗎?,Boleh saya ubah masa melalui sistem hospital swasta?
我要普通下晝時段,Saya mahu janji temu pada waktu petang sederhana
幫我確認聽日中午,Tolong bantu saya sahkan slot esok tengah hari
我想預約女性健康進階諮詢,Saya mahu tempah untuk konsultasi kesihatan wanita lanjut
可以揀全日彈性時間嗎?,Boleh saya pilih masa fleksibel sepanjang hari?
我因工作時間改變要改,Saya mahu tukar janji kerana pertukaran jadual kerja
幫我查四日後空位,Tolong bantu saya semak slot kosong empat hari lagi
我想預約慢性敏感皮膚治療,Saya mahu tempah untuk rawatan kulit sensitif kronik
可以兩個鐘前改嗎?,Boleh saya ubah masa dua jam sebelum janji?
我要每月第三週預約,Saya mahu janji temu tetap setiap bulan ketiga
幫我打印完整時間表,Tolong bantu saya cetak jadual lengkap janji temu
我想預約公司員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja syarikat
可以揀近大醫院診所嗎?,Boleh saya pilih klinik berhampiran hospital besar?
我因天氣差要改,Saya mahu ubah masa kerana cuaca buruk
幫我搵三日後夜晚位,Tolong bantu saya cari slot malam tiga hari lagi
我想預約嚴重咳嗽治療,Saya mahu janji temu untuk rawatan batuk teruk
可以預約大組嗎?,Boleh saya tempah untuk kumpulan besar?
我想轉去市區主要診所,Saya mahu tukar lokasi ke klinik bandar utama
幫我即刻登記,Tolong bantu saya daftar segera tanpa kelewatan
我想預約反覆發燒治療,Saya mahu tempah untuk rawatan demam berulang
可以用政府app改嗎?,Boleh saya ubah janji melalui aplikasi rasmi kerajaan?
我想預約右腳骨檢查,Saya mahu janji temu untuk pemeriksaan tulang kaki kanan
幫我確保唔撞其他預約,Tolong bantu saya pastikan masa tidak bertindih dengan janji lain
我想今日下晝預約普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum petang ini
可以睇聽日朝早空位嗎?,Boleh saya lihat slot kosong pagi esok?
我想改去後日,Saya mahu ubah masa ke hari selepas esok
幫我揀適合伴侶時間,Tolong bantu saya pilih masa sesuai untuk pasangan saya
